league,team1,team2,measurements,ngame,score_diff,win1,win2,final_score_diff,score_diff_delta
Sweden. Basketligan,Norrkoping Dolphins,Lulea,50,21610,-8,13.5,1.04,-6,2
Sweden. Basketligan,Norrkoping Dolphins,Lulea,51,21610,-6,7,1.13,-6,0
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,1,21924,6,1.28,3.92,5,-1
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,2,21924,4,1.32,3.6,5,1
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,3,21924,10,1.17,5.65,5,-5
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,5,21924,7,1.3,3.8,5,-2
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,6,21924,5,1.38,3.18,5,0
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,7,21924,1,1.51,2.632,5,4
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,8,21924,2,1.51,2.632,5,3
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,9,21924,2,1.46,2.825,5,3
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,10,21924,6,1.33,3.52,5,-1
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,11,21924,5,1.32,3.6,5,0
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,12,21924,2,1.6,2.384,5,3
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,13,21924,0,1.83,2,5,5
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,14,21924,-2,1.86,1.96,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,15,21924,-4,1.91,1.91,5,9
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,16,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,17,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,18,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,19,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,20,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,21,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,22,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,23,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,24,21924,-2,1.91,1.91,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,25,21924,0,1.86,1.96,5,5
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,26,21924,0,1.86,1.96,5,5
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,27,21924,2,1.65,2.275,5,3
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,28,21924,2,1.49,2.712,5,3
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,29,21924,2,1.48,2.74,5,3
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,30,21924,4,1.65,2.275,5,1
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,31,21924,1,1.93,1.89,5,4
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,32,21924,0,3.18,1.38,5,5
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,33,21924,-4,3.6,1.32,5,9
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,34,21924,-4,4.58,1.23,5,9
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,35,21924,-4,4.02,1.27,5,9
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,36,21924,0,3.92,1.28,5,5
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,37,21924,-2,2.86,1.45,5,7
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,38,21924,-1,3.24,1.37,5,6
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,39,21924,1,3.8,1.3,5,4
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,41,21924,3,2.664,1.5,5,2
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,42,21924,6,2.22,1.68,5,-1
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,43,21924,5,2.384,1.6,5,0
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,44,21924,5,2.2,1.69,5,0
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,45,21924,4,2.17,1.71,5,1
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,46,21924,6,2.504,1.55,5,-1
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,47,21924,5,1.63,2.31,5,0
Italy. Serie B,Nuova Olginate,Corona Platina Piadena,48,21924,5,1.53,2.57,5,0
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),1,23006,2,2.504,1.55,6,4
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),2,23006,-1,2.86,1.45,6,7
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),3,23006,1,2.57,1.53,6,5
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),4,23006,-1,2.86,1.45,6,7
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),5,23006,1,2.45,1.57,6,5
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),6,23006,3,2.05,1.79,6,3
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),7,23006,4,2.09,1.76,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),8,23006,7,1.79,2.05,6,-1
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),9,23006,3,2.01,1.82,6,3
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),10,23006,3,2.06,1.78,6,3
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),11,23006,5,1.89,1.93,6,1
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),12,23006,5,1.91,1.91,6,1
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),13,23006,6,1.81,2.02,6,0
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),14,23006,4,1.96,1.86,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),15,23006,4,2.11,1.75,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),16,23006,1,2.384,1.6,6,5
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),17,23006,0,2.632,1.51,6,6
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),18,23006,1,2.57,1.53,6,5
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),19,23006,3,2.275,1.65,6,3
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),20,23006,0,2.48,1.56,6,6
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),21,23006,1,2.275,1.65,6,5
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),22,23006,4,1.93,1.89,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),23,23006,4,1.84,1.98,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),24,23006,4,1.84,1.98,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),25,23006,4,1.84,1.98,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),26,23006,4,1.84,1.98,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),27,23006,4,1.84,1.98,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),28,23006,4,1.84,1.98,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),29,23006,4,1.84,1.98,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),30,23006,4,1.91,1.91,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),31,23006,5,1.68,2.22,6,1
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),32,23006,5,1.69,2.2,6,1
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),35,23006,2,1.89,1.93,6,4
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),36,23006,2,2.14,1.73,6,4
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),37,23006,3,1.98,1.84,6,3
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),38,23006,3,1.79,2.05,6,3
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),39,23006,5,1.55,2.504,6,1
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),40,23006,5,1.47,2.775,6,1
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),41,23006,6,1.37,3.24,6,0
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),42,23006,4,1.39,3.12,6,2
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),43,23006,6,1.32,3.6,6,0
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),44,23006,6,1.23,4.58,6,0
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),45,23006,6,1.22,4.74,6,0
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),46,23006,6,1.35,3.38,6,0
Hungary. Division 1. Women,PEAC-Pecs (Women),ZTE NKK (Women),47,23006,5,1.35,3.38,6,1
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,1,23096,0,1.18,5.1,13,13
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,2,23096,0,1.18,5.1,13,13
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,4,23096,0,1.18,5.1,13,13
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,5,23096,0,1.18,5.1,13,13
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,6,23096,0,1.18,5.1,13,13
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,7,23096,1,1.16,5.55,13,12
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,8,23096,-6,1.45,2.768,13,19
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,9,23096,-8,1.49,2.616,13,21
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,10,23096,-10,1.65,2.225,13,23
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,11,23096,-10,1.768,2.045,13,23
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,12,23096,-9,1.685,2.165,13,22
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,13,23096,-5,1.39,3.032,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,14,23096,-5,1.39,3.04,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,15,23096,-5,1.49,2.616,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,16,23096,-5,1.45,2.768,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,17,23096,-5,1.48,2.664,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,18,23096,-5,1.6,2.325,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,19,23096,-9,2,1.8,13,22
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,20,23096,-7,2,1.8,13,20
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,21,23096,-5,1.915,1.875,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,22,23096,-7,2,1.8,13,20
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,23,23096,-2,1.55,2.448,13,15
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,24,23096,-5,1.915,1.875,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,25,23096,-5,1.915,1.875,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,26,23096,-5,1.915,1.875,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,27,23096,-5,1.915,1.875,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,28,23096,-5,1.815,1.984,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,29,23096,-5,1.815,1.984,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,30,23096,-5,1.815,1.984,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,31,23096,-5,1.815,1.984,13,18
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,32,23096,-1,1.42,2.88,13,14
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,33,23096,0,1.37,3.12,13,13
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,34,23096,0,1.29,3.64,13,13
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,35,23096,7,1.17,5.3,13,6
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,36,23096,7,1.17,5.3,13,6
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,43,23096,9,1.04,11,13,4
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,44,23096,10,1.08,9.1,13,3
Club Friendlies,PVSK Pannonpower Pecs,Jaszbereny KSE,45,23096,10,1.05,10,13,3
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,2,23371,5,1.22,4.74,22,17
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,3,23371,5,1.24,4.42,22,17
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,4,23371,7,1.2,5.1,22,15
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,5,23371,4,1.26,4.16,22,18
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,6,23371,7,1.19,5.35,22,15
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,7,23371,4,1.26,4.16,22,18
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,8,23371,6,1.23,4.58,22,16
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,9,23371,6,1.26,4.16,22,16
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,10,23371,9,1.16,5.9,22,13
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,11,23371,7,1.2,5.1,22,15
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,12,23371,11,1.11,8.1,22,11
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,13,23371,16,1.02,17,22,6
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,14,23371,15,1.02,17,22,7
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,15,23371,15,1.03,16,22,7
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,16,23371,13,1.08,10.5,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,17,23371,13,1.04,13.5,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,18,23371,12,1.05,12,22,10
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,19,23371,17,1.01,17,22,5
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,20,23371,15,1.02,17,22,7
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,21,23371,14,1.02,17,22,8
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,22,23371,13,1.04,13.5,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,23,23371,13,1.04,13.5,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,24,23371,13,1.04,13.5,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,25,23371,13,1.04,13.5,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,26,23371,13,1.04,13.5,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,27,23371,13,1.04,13.5,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,28,23371,13,1.03,16,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,29,23371,13,1.05,12,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,31,23371,13,1.05,12,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,32,23371,13,1.05,12,22,9
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,33,23371,12,1.08,10.5,22,10
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,34,23371,12,1.05,12,22,10
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,35,23371,12,1.05,12,22,10
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,36,23371,15,1.03,16,22,7
Lithuania. LKL,Panevezys Lietkabelis,Juventus Utena,37,23371,14,1.03,16,22,8
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),5,26774,1,1.26,4,24,23
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),6,26774,1,1.25,4.1,24,23
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),7,26774,5,1.13,6.35,24,19
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),8,26774,2,1.21,4.56,24,22
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),9,26774,2,1.21,4.56,24,22
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),10,26774,4,1.19,4.86,24,20
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),11,26774,4,1.2,4.72,24,20
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),12,26774,4,1.2,4.72,24,20
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),13,26774,2,1.2,4.72,24,22
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),14,26774,6,1.12,6.75,24,18
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),15,26774,7,1.05,10,24,17
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),16,26774,7,1.05,10,24,17
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),17,26774,7,1.04,11,24,17
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),18,26774,14,1.01,17,24,10
Czech Republic. League 1. Women,SKO Energo (Women),Sokol Nusle (Women),23,26774,11,1.01,17,24,13
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,1,28732,2,3.12,1.37,7,5
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,2,28732,2,3.24,1.35,7,5
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,3,28732,3,3.32,1.34,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,4,28732,0,4.06,1.25,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,5,28732,0,3.66,1.29,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,6,28732,0,3.94,1.26,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,7,28732,0,3.42,1.32,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,8,28732,0,3.42,1.32,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,9,28732,2,2.985,1.4,7,5
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,10,28732,0,3.58,1.3,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,11,28732,0,3.66,1.29,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,12,28732,0,3.5,1.31,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,13,28732,-2,3.66,1.29,7,9
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,14,28732,-2,3.66,1.29,7,9
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,15,28732,0,3.112,1.37,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,16,28732,0,3.112,1.37,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,17,28732,1,2.985,1.4,7,6
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,18,28732,2,2.875,1.42,7,5
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,19,28732,3,2.74,1.46,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,20,28732,4,2.265,1.63,7,3
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,21,28732,3,2.265,1.63,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,22,28732,3,2.088,1.736,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,23,28732,3,1.984,1.815,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,24,28732,3,2.13,1.704,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,25,28732,3,2.13,1.704,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,26,28732,3,2.13,1.704,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,27,28732,3,2.13,1.704,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,28,28732,3,2.13,1.704,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,29,28732,0,3.01,1.39,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,30,28732,1,2.775,1.45,7,6
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,31,28732,0,3.28,1.34,7,7
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,32,28732,-2,3.58,1.3,7,9
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,33,28732,-1,3.64,1.29,7,8
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,34,28732,1,2.13,1.704,7,6
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,35,28732,3,1.95,1.84,7,4
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,36,28732,4,1.896,1.896,7,3
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,37,28732,5,1.6,2.325,7,2
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,38,28732,9,1.19,4.92,7,-2
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,39,28732,9,1.16,5.55,7,-2
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,40,28732,9,1.12,6.75,7,-2
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,41,28732,6,1.31,3.52,7,1
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,47,28732,7,1.08,9.1,7,0
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,48,28732,7,1.12,6.75,7,0
China Championship U21,Sichuan Blue Whales U21,Bayi Rockets U21,49,28732,5,1.12,6.75,7,2
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,1,30883,5,1.02,15,35,30
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,8,30883,5,1.03,12.5,35,30
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,9,30883,5,1.03,12.5,35,30
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,10,30883,6,1.04,11,35,29
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,11,30883,10,1.01,17,35,25
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,12,30883,8,1.02,15,35,27
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,13,30883,7,1.03,12.5,35,28
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,14,30883,7,1.01,17,35,28
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,15,30883,7,1.01,17,35,28
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,16,30883,6,1.01,17,35,29
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,18,30883,7,1.04,11,35,28
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,19,30883,7,1.04,11,35,28
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,20,30883,4,1.04,11,35,31
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,22,30883,4,1.1,7.7,35,31
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,23,30883,7,1.04,11,35,28
Club Friendlies,Tamis Petrohemija Pancevo,Proleter Naftagaz,24,30883,10,1.04,11,35,25
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,1,31571,-2,5.85,1.1,-6,-4
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,2,31571,0,3.88,1.27,-6,-6
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,3,31571,1,3.7,1.29,-6,-7
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,4,31571,1,3.46,1.32,-6,-7
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,5,31571,0,3.52,1.31,-6,-6
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,6,31571,2,3.075,1.38,-6,-8
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,7,31571,2,2.616,1.49,-6,-8
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,8,31571,3,2.165,1.685,-6,-9
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,9,31571,4,2.07,1.745,-6,-10
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,10,31571,4,2.045,1.768,-6,-10
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,11,31571,4,2.35,1.59,-6,-10
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,12,31571,2,2.4,1.57,-6,-8
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,13,31571,2,2.555,1.51,-6,-8
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,14,31571,4,2.304,1.61,-6,-10
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,15,31571,6,2.07,1.745,-6,-12
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,16,31571,10,1.48,2.664,-6,-16
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,17,31571,10,1.46,2.74,-6,-16
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,18,31571,12,1.37,3.144,-6,-18
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,19,31571,14,1.29,3.7,-6,-20
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,20,31571,15,1.19,4.98,-6,-21
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,21,31571,10,1.33,3.34,-6,-16
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,22,31571,8,1.55,2.455,-6,-14
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,23,31571,3,1.915,1.875,-6,-9
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,24,31571,6,1.712,2.12,-6,-12
Club Friendlies,Tokyo Hachioji Trains,Earthfriends Tokyo Z,25,31571,4,1.915,1.875,-6,-10
